PeopleName,Country,Population,Language,Religion,Latitude,Longitude,Global Status of  Evangelical Christianity,Evangelical Engagement,Physical Exertion,Freedom Index,Government Restrictions Index,Social Hostilities Index,Threat Level,ROP1,ROP2,ROP3,People Name,GENC,FIPS,FIPS of Origin,,,IMB Affinity Group,Not Engaged Anywhere,SPI,Strategic Priority Index,Population Layer,Indigenous,ISOalpha3
Kahar (Magahi),India,2900000,Magahi,Hinduism,24.780011,84.981823,3,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0301,116476,"Kahar, Magahi",IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"1,000,000+",Indigenous,IND
Kahar (Shekhawati),India,34000,Shekhawati,Hinduism,27.609371,75.139882,3,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0301,116477,"Kahar, Shekhawati",IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"10,000+",Indigenous,IND
Kahe,Tanzania,14000,Kahe,Christianity - Roman Catholicism,-3.51412,37.57586,1,Engaged,Strenuous,Partly Free,Moderate,Moderate,Level 2: Exercise Increased Caution,A013,C0259,104407,Kahe,TZA,TZ,,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"10,000+",Indigenous,TZA
Kahha,India,49000,Phom Naga,Christianity - Evangelical Protestant,26.47146,94.74761,6,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0334,113348,"Naga, Kahha",IND,IN,,,,South Asian Peoples,,2,No Longer Unreached,"10,000+",Indigenous,IND
Kahua,Solomon Islands,5500,Kahua,Christianity - Non-Evangelical Protestant,-10.5123,162.1035,5,Unengaged,Strenuous,Free,Low,Moderate,Level 2: Exercise Increased Caution,A010,C0197,104410,Kahua,SLB,BP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,SLB
Kaibaratta,India,331000,Angika,Hinduism,25.040608,86.902366,1,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0344,118936,Kaibaratta,IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,IND
Kaibarta,India,2715000,Assamese,Hinduism,26.290763,92.688626,1,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0344,112347,Kaibartta,IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"1,000,000+",Indigenous,IND
Kaibubu,Indonesia,850,Ambonese Malay,Christianity - Evangelical Protestant,-3.1603,128.21089,6,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0130,104412,Kaibubu,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,IDN
Kaidipang,Indonesia,33000,Kaidipang,Islam - Sunni,0.85641,123.2168,6,Engaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0081,104413,Kaidipang,IDN,ID,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"10,000+",Indigenous,IDN
Kaiep,Papua New Guinea,850,Kaiep,Christianity - Evangelical Protestant,-3.70524,143.88443,6,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,104414,Kaiep,PNG,PP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,PNG
Kaijen,Sudan,15000,Sudanese Arabic,Islam - Sunni,11.088306,30.984639,1,Unengaged,Strenuous,Not Free,High,Moderate,Level 4: Do Not Travel,A013,C0156,119455,Kaijen,SDN,SU,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,SDN
Kaikadi,India,156000,Kaikadi,Hinduism - Folk,18.38594,76.00027,1,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,112383,Kaikadi,IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,IND
Kaikali,India,31500,Telugu,Hinduism,14.442599,79.986456,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,115633,Kaikala,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,IND
Kaike,Nepal,2300,Kaike,Ethnoreligion - Animism,28.8707,83.1455,1,Unengaged,Strenuous,Partly Free,Moderate,High,Level 2: Exercise Increased Caution,A014,C0188,104416,Kaike,NPL,NP,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,NPL
Kaikolar,India,2340000,Tamil,Hinduism,11.143047,77.18636,1,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,112563,Kaikolan,IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"1,000,000+",Indigenous,IND
Kaikovu,Papua New Guinea,1700,Kanasi,Christianity - Evangelical Protestant,-10.158715,149.914652,6,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,104418,Kaikovu,PNG,PP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,PNG
Kaiku,"Congo, Democratic Republic of the",26500,Kaiku,Christianity - Roman Catholicism,0.75068,28.73938,1,Engaged,Extreme,Not Free,Moderate,High,Level 3: Reconsider Travel,A013,C0258,104419,Kaiku,COD,CG,,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"10,000+",Indigenous,COD
Kaili Ledo,Indonesia,468000,Ledo Kaili,Islam - Sunni,-1.03033,120.13229,1,Engaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0103,104421,Kaili Ledo,IDN,ID,,,,Asian Pacific Rim Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,IDN
Kaili Unde,Indonesia,38000,Unde Kaili,Islam - Sunni,-0.680283,119.735586,1,Engaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0103,110403,Kaili Unde,IDN,ID,,,,Asian Pacific Rim Peoples,,1,Engaged yet Unreached,"10,000+",Indigenous,IDN
Kaimbe,Brazil,1400,Portuguese,Ethnoreligion,-10.428317,-38.783667,1,Engaged,Medium,Free,Low,Moderate,Level 2: Exercise Increased Caution,A007,C0201,104422,Kaimbe,BRA,BR,,,,American Peoples,,1,Engaged yet Unreached,"<10,000",Indigenous,BRA
Kaimbulawa,Indonesia,2500,Kaimbulawa,Islam - Sunni,-5.666,122.542,1,Engaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0057,104423,Kaimbulawa,IDN,ID,,,,Asian Pacific Rim Peoples,,1,Engaged yet Unreached,"<10,000",Indigenous,IDN
Kaingang,Brazil,33000,Kaingang,Ethnoreligion,-27.9552,-51.942,6,Engaged,Medium,Free,Low,Moderate,Level 2: Exercise Increased Caution,A007,C0201,104424,Kaingang,BRA,BR,,,,American Peoples,,2,No Longer Unreached,"10,000+",Indigenous,BRA
Kairak,Papua New Guinea,1400,Kairak,Ethnoreligion,-4.46941,151.98005,6,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,104426,Kairak,PNG,PP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,PNG
Kairi,Papua New Guinea,3000,Rumu,Christianity - Non-Evangelical Protestant,-7.17149,144.17851,5,Engaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,104427,Kairi,PNG,PP,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"<10,000",Indigenous,PNG
Kairiru,Papua New Guinea,12000,Kairiru,Christianity - Roman Catholicism,-3.34608,143.5576,6,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,104428,Kairiru,PNG,PP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"10,000+",Indigenous,PNG
Kairui-Midik,Timor-Leste,19500,Kairui-Midiki,Christianity - Roman Catholicism,-8.7877,126.134,0,Unengaged,Strenuous,Free,Low,Moderate,Level 2: Exercise Increased Caution,A008,C0217,104430,Kairui-Midik,TLS,TT,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,TLS
Kaitag,Russian Federation,30000,Kaitag,Islam - Sunni,42.1217,47.8304,1,Unengaged,Low,Not Free,Very High,Very High,Level 4: Do Not Travel,A003,C0061,116043,Kaitak,RUS,RS,,,,Central Asian Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,RUS
Kaivi,Nigeria,4200,Kaivi,Christianity - Evangelical Protestant,10.4209,8.6708,6,Unengaged,Strenuous,Partly Free,High,Very High,Level 3: Reconsider Travel,A013,C0044,104431,Kaivi,NGA,NI,,,,Sub-Saharan African Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,NGA
Kaiwa,Argentina,750,Kaiwá,Ethnoreligion,-26.53334,-54.40136,6,Unengaged,Low,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A007,C0083,104432,Kaiwa,ARG,AR,BR,,,American Peoples,,2,No Longer Unreached,"<10,000",Diaspora,ARG
Kaiwa,Brazil,33000,Kaiwá,Ethnoreligion,-22.166667,-54.866667,6,Engaged,Medium,Free,Low,Moderate,Level 2: Exercise Increased Caution,A007,C0083,104432,Kaiwa,BRA,BR,,,,American Peoples,,2,No Longer Unreached,"10,000+",Indigenous,BRA
Kaiwa,Paraguay,28000,Kaiwá,Ethnoreligion,-25.5649,-54.610529,5,Engaged,Medium,Partly Free,Low,Low,Level 1: Exercise Normal Precautions,A007,C0083,104432,Kaiwa,PRY,PA,BR,,,American Peoples,,2,No Longer Unreached,"10,000+",Diaspora,PRY
Kaiwai,Indonesia,1000,Kowiai,Islam - Sunni,-4.21954,133.46812,6,Engaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A010,C0152,104433,Kaiwai,IDN,ID,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"<10,000",Indigenous,IDN
Kaixana,Brazil,500,Portuguese,Ethnoreligion,-2.916667,-67.416667,1,Unengaged,Medium,Free,Low,Moderate,Level 2: Exercise Increased Caution,A007,C0010,115117,Kaixana,BRA,BR,,,,American Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,BRA
Kajakaja,Sudan,35500,Tegali,Islam - Sunni,11.470444,31.240694,0,Unengaged,Strenuous,Not Free,High,Moderate,Level 4: Do Not Travel,A013,C0156,119465,Kajakaja,SDN,SU,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,SDN
Kajakse,Chad,38000,Kajakse,Islam - Sunni,12.3849,20.6639,0,Unengaged,Extreme,Not Free,High,Moderate,Level 3: Reconsider Travel,A013,C0062,104434,Kajakse,TCD,CD,,,,Sub-Saharan African Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,TCD
Kajeli,Indonesia,900,Ambonese Malay,Islam - Sunni,-3.3883,127.1194,5,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0130,104437,Kajeli,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,IDN
Kaka,Cameroon,180000,Kako,Ethnoreligion - Animism,4.4361,14.3672,5,Engaged,Strenuous,Not Free,Low,High,Level 2: Exercise Increased Caution,A013,C0258,104439,Kaka,CMR,CM,,,,Sub-Saharan African Peoples,,2,No Longer Unreached,"100,000+",Indigenous,CMR
Kaka,Central African Republic,19000,Kako,Christianity - Non-Evangelical Protestant,4.1307,15.1286,1,Engaged,Extreme,Not Free,Moderate,High,Level 4: Do Not Travel,A013,C0258,104439,Kaka,CAF,CT,CM,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"10,000+",Indigenous,CAF
Kaka,Congo,18000,Kako,Christianity - Non-Evangelical Protestant,3.08059,17.2796,1,Engaged,Strenuous,Not Free,Low,Low,Level 2: Exercise Increased Caution,A013,C0258,104439,Kaka,COG,CF,CM,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"10,000+",Indigenous,COG
Kakkalan,India,9300,Malayalam,Hinduism,9.981636,76.299884,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,112562,Kakkalan,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Kakmara,India,900,Telugu,Hinduism,22.430889,87.321492,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,117772,Kakmara,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Kakwa,Uganda,247000,Kakwa,Christianity - Roman Catholicism,3.510725,30.975139,1,Engaged,Strenuous,Not Free,Moderate,High,Level 3: Reconsider Travel,A013,C0153,104446,Kakwa,UGA,UG,OD,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,UGA
Kalabakan Murut,Malaysia,3400,Kalabakan Murut,Islam - Sunni,4.53605,117.31699,5,Unengaged,Low,Partly Free,High,High,Level 1: Exercise Normal Precautions,A008,C0059,104447,"Murut, Kalabakan",MYS,MY,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,MYS
Kalabari,Nigeria,549000,Kalabari,Christianity - Non-Evangelical Protestant,4.5374,6.7206,5,Engaged,Strenuous,Partly Free,High,Very High,Level 3: Reconsider Travel,A013,C0096,104448,Kalabari,NGA,NI,,,,Sub-Saharan African Peoples,,2,No Longer Unreached,"100,000+",Indigenous,NGA
Kalabaz,India,13000,Hindi,Hinduism,27.326519,80.15209,1,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0289,112390,Kalabaz,IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"10,000+",Indigenous,IND
Kalabit,Indonesia,750,Kelabit,Christianity - Evangelical Protestant,3.761349,115.726415,6,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0059,104450,Kalabit,IDN,ID,MY,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,IDN
Kalabit,Malaysia,6400,Kelabit,Christianity - Evangelical Protestant,3.4202,115.27059,6,Unengaged,Low,Partly Free,High,High,Level 1: Exercise Normal Precautions,A008,C0059,104450,Kalabit,MYS,MY,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,MYS
Kalabra,Indonesia,4300,Kalabra,Christianity - Evangelical Protestant,-1.43074,131.61701,6,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A010,C0152,104451,Kalabra,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,IDN
Kalabuan,Malaysia,12000,Upper Kinabatangan,Islam - Sunni,5.43024,116.966691,5,Unengaged,Low,Partly Free,High,High,Level 1: Exercise Normal Precautions,A008,C0059,116936,Kalabuan,MYS,MY,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"10,000+",Indigenous,MYS
Kalagan,Philippines,51000,Kalagan,Islam - Sunni,6.8126,125.32763,1,Engaged,Medium,Partly Free,Low,High,Level 2: Exercise Increased Caution,A008,C0071,104452,Kalagan,PHL,RP,,,,Asian Pacific Rim Peoples,,1,Engaged yet Unreached,"50,000+",Indigenous,PHL
"Kalagan, Tagakaulo",Philippines,138000,Tagakaulo,Christianity - Roman Catholicism,6.45338,125.42625,5,Engaged,Medium,Partly Free,Low,High,Level 2: Exercise Increased Caution,A008,C0070,109690,Tagakaulu Kalagan,PHL,RP,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"100,000+",Indigenous,PHL
Kalal (Hindi),India,210000,Hindi,Hinduism,23.41502,78.16628,1,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0343,116478,"Kalal, Hindi",IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,IND
Kalal (Kannada),India,910000,Kannada,Hinduism,13.33232,74.746048,2,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0343,116479,"Kalal, Kannada",IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,IND
Kalal (Marathi),India,231000,Marathi,Hinduism,20.456098,76.363728,1,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0343,116480,"Kalal, Marathi",IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,IND
Kalal (Mewari),India,119000,Mewari,Hinduism,24.57127,73.691544,1,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0343,116481,"Kalal, Rajasthani",IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,IND
Kalal (Sadri),India,59000,Sadri,Islam - Sunni,23.213936,83.222813,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0343,116482,"Kalal, Sadri",IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"50,000+",Indigenous,IND
Kalamian Tagbanwa,Philippines,12500,Calamian Tagbanwa,Ethnoreligion - Animism,12.07158,120.0938,5,Engaged,Medium,Partly Free,Low,High,Level 2: Exercise Increased Caution,A008,C0072,104458,Kalamian Tagbanwa,PHL,RP,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"10,000+",Indigenous,PHL
Kalanadi,India,1400,Malayalam,Hinduism,11.685917,76.131236,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,117800,Kalanady,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Kalanga,Botswana,206000,Kalanga,Ethnoreligion,-21.14806,26.85063,1,Engaged,Medium,Free,Low,Low,Level 2: Exercise Increased Caution,A013,C0272,104460,Kalanga,BWA,BC,ZI,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,BWA
Kalanga,Zimbabwe,268000,Kalanga,Ethnoreligion,-20.3853,27.3417,1,Engaged,Strenuous,Not Free,Moderate,Moderate,Level 2: Exercise Increased Caution,A013,C0272,104460,Kalanga,ZWE,ZI,,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,ZWE
Kalanguya,Philippines,138000,Kalanguya,Ethnoreligion,16.78986,120.99378,5,Engaged,Medium,Partly Free,Low,High,Level 2: Exercise Increased Caution,A008,C0072,115476,"Ikalahan, Kalanguya",PHL,RP,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"100,000+",Indigenous,PHL
Kalanko,Brazil,425,Portuguese,Ethnoreligion,-9.1565,-37.906667,1,Engaged,Medium,Free,Low,Moderate,Level 2: Exercise Increased Caution,A007,C0201,115118,Kalanko,BRA,BR,,,,American Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,BRA
Kalapalo,Brazil,550,Kuikúro-Kalapálo,Ethnoreligion - Animism,-12.1635,-53.2605,1,Unengaged,Medium,Free,Low,Moderate,Level 2: Exercise Increased Caution,A007,C0010,114896,Kalapalo,BRA,BR,,,,American Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,BRA
Kalash,Pakistan,7300,Kalasha,Islam - Sunni,35.6451,71.7034,1,Engaged,Strenuous,Partly Free,High,High,Level 3: Reconsider Travel,A012,C0321,104465,Kalash,PAK,PK,,,,South Asian Peoples,,1,Engaged yet Unreached,"<10,000",Indigenous,PAK
Kalavantulu,India,196000,Telugu,Hinduism,16.77153,80.288723,1,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,116251,Kalavantulu,IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,IND
Kalbelia,India,127000,Mewari,Hinduism - Folk,24.584738,73.690488,1,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0289,112389,Kalbelia,IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,IND
Kalbi,India,629000,Marwari (India),Hinduism,24.585178,73.712469,1,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,117724,Kalbi,IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,IND
Kalenga,Burkina Faso,28500,Kalamsé,Ethnoreligion - Animism,13.61057,-3.10033,1,Engaged,Extreme,Not Free,Low,High,Level 4: Do Not Travel,A013,C0087,108577,Samo,BFA,UV,,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"10,000+",Indigenous,BFA
Kalenjin,Kenya,6745000,Kipsigis,Christianity - Roman Catholicism,-0.167209,35.590833,1,Engaged,Strenuous,Partly Free,High,High,Level 2: Exercise Increased Caution,A013,C0153,105028,Kipsigis,KEN,KE,,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"1,000,000+",Indigenous,KEN
Kaliai,Papua New Guinea,5300,Lusi,Christianity - Evangelical Protestant,-5.55033,149.14807,6,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,104473,Kaliai,PNG,PP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,PNG
Kaligi,South Sudan,19000,Feroge,Islam - Sunni,8.455502,26.015642,1,Engaged,Extreme,Not Free,High,Moderate,Level 4: Do Not Travel,A013,C0003,104474,Kaligi,SSD,OD,,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"10,000+",Indigenous,SSD
Kalik,Sudan,31000,Undetermined,Islam - Sunni,12.034583,29.59875,0,Unengaged,Strenuous,Not Free,High,Moderate,Level 4: Do Not Travel,A013,C0156,119451,Kalik,SDN,SU,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,SDN
Kaliko,"Congo, Democratic Republic of the",21500,Keliko,Christianity - Roman Catholicism,3.56039,30.55598,1,Engaged,Extreme,Not Free,Moderate,High,Level 3: Reconsider Travel,A013,C0203,104475,Kaliko,COD,CG,,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"10,000+",Indigenous,COD
Kaliko,South Sudan,12000,Keliko,Ethnoreligion - Animism,3.712946,30.612637,1,Unengaged,Extreme,Not Free,High,Moderate,Level 4: Do Not Travel,A013,C0203,104475,Kaliko,SSD,OD,CG,,,Sub-Saharan African Peoples,,0,Unengaged and Unreached,"10,000+",Indigenous,SSD
Kaliko,United States,150,Keliko,Ethnoreligion,32.820782,-96.876434,5,Unengaged,Little,Free,Moderate,High,Caution,A013,C0203,104475,Kaliko,USA,US,CG,,,Sub-Saharan African Peoples,,2,No Longer Unreached,"<10,000",Diaspora,USA
Kaliko-Omi,"Congo, Democratic Republic of the",150000,Omi,Ethnoreligion,3.1635,30.5781,1,Engaged,Extreme,Not Free,Moderate,High,Level 3: Reconsider Travel,A013,C0203,107642,Omi,COD,CG,,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,COD
Kalingi,India,705000,Odia,Hinduism,19.484395,84.746206,1,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,112393,Kalingi,IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,IND
Kalkoti,Pakistan,8700,Kalkoti,Islam - Sunni,35.344944,72.058454,1,Unengaged,Strenuous,Partly Free,High,High,Level 3: Reconsider Travel,A012,C0321,104479,Kalkoti,PAK,PK,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,PAK
Kalladi,India,55500,Malayalam,Hinduism - Folk,11.268949,76.231099,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0289,112394,Kalladi,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"50,000+",Indigenous,IND
Kallar,India,1500000,Tamil,Hinduism,10.731293,78.91533,4,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,112395,Kallan,IND,IN,,,,South Asian Peoples,,2,No Longer Unreached,"1,000,000+",Indigenous,IND
Kallar Kula Tondaman,India,145000,Tamil,Hinduism,11.398194,79.695358,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,118897,Kallar Kula Tondaman,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"100,000+",Indigenous,IND
Kallattu Kurup,India,1200,Malayalam,Hinduism,10.527642,76.214435,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,112565,Kallattu Kurup,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
